text,label
(Call 8775594996 Now ! 290#) Your Debit.Card have been locked! Account-ID: 9515019974!,smish
chatwhatsapp.me/aXclhpU4CXfm5,smish
CVS Customers: Finish this Survey and earn up to $100 in CVS Credit. This Special Deal ends tomorrow idlenessflame.com/rJRcsY 8:49 AM,smish
"4:36 Text Message Sun, Oct 30, 5:14 PM FRM:Voucher#VX554228| oprahstoday.com MSG: Oprah is doing her biggest giveaway] Voucher#VX554228",smish
$100 Store Credit for Finishing Quick Walmart Survey ð nearhonor.com/dZDij0,smish
FRM:6r9y-(_-UPS-ohBvp SUBJ:www.xuwk4v-upsa.us//6qj9ihch18920# MSG: :wVURUADrn8-a4,smish
2 MIN Survey - 100 Reward centurysever.com/2MbuXy,smish
Free Citi Msgs #311: Your debit has been blocked due to irregular activity. To certify please follow: hub7news.com/s,smish
4:37 FRM:www.CelebTMZ.buzz (sms_ID=SHFJVXU438) MSG:Oprah's Biggest Give Away Ever! (sms_ID=SHFJVXU438),smish
5 Minute Survey For $100 Gift From Home Depot http://wreathcrossbow.com/ZpRotm,smish
FRM:#4ta.UPS.se4 Rd SUBJ:http://ups.comw-ykgedh.world//1qsyl3rv21 MSG:Out for delivery:missing location info(Error) . Thank you O,smish
This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! x0ang.info/hYE427wAom,smish
"NtxID:265569 Your-Subscriptions-will-expired-t oday,renewal-your-bills-now>:// 9qr.de/itCwLh",smish
"WELLSFARGO: Your Zelle pay of $1250 to Ray*****@gmail.com is on Hold, Visit https://wellsfargo-zellepayment.com to Confirm or Cancel",smish
"Welcome to join our BtC discussion Study Group, where you can learn to earn 500-5000 per day, Please click whatsapp://chat/?code=15Ro5nXJ3Eml36gE3JZk7Taf",smish
Bank Of America Fraud Dep: Your Debit card has been restricted due to unusual transactions. see here: https://web21cen.in/boal/,smish
FRM:398f_UPS-_____yThXk SUBJ:www.nlrhc5m-upsi.us//na76f5Cg48967# MSG: :RZ8ibReG7M,smish
"Home Depot Study, Get Paid Today http://hireprevio.shopping/ybFO3G",smish
Freebie by Home Depot! Get $90 http://profaneblo.yokohama/DhA4u1 9:32 PM,smish
"FRM:alerts@bankofthewest.com SUBJ: (Bank of the West) MSG:For Security review, Due to unusual activity,verify account at: https://tinyurl.com/2e2e85bw",smish
"<Subject: PayPal Msg,> New login detected from: [173.49.213.22 - Oman ] Android Follow link below to unlock your account: eb4.us/a4f64a26 verify your account within 24 hours or your PayPal account will be terminated permanently. Regards, PayPal ID 617065",smish
make sure to pick up what they have at Cost co because they hardly ever give away 60$. So you have to get it when you can. http://tonestrength.financial/7Mu7T15C,smish
FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact 8443998279 MSG::7268,smish
"Congratulation, You have been given a free $1,000 fund by UNICEF. This program is for the people affected with covid19 pandemic. To claim your funds, click on this link https://forms.gle/tmfZY2iQzA9T6x557 O'",smish
"<Subject: Notification : 84781> Due to a problem with your card information, we have disabled your amazon account for your security reasons. To unlock your account please follow link below: https://app.mailingboss.com/index.php/campaigns /63857c6fb397b/track-url/637fa8badd3d6/3143bbe318bdc11cead986a59dae0d6178a579c8 This is only v",smish
FRM:Altura CU. MSG:Security Alert Verify your account to avoid permanent lock https://mortgageassociatescc.com/acr/Alturacu,smish
4:42 FRM:Navy Federal Credit Union.DEBIT LOCKED SUBJ:Contact 8443998279 MSG::1294,smish
"To earn, simply respond! Yes, let us know what you think. Costco will get you back up to $100 for each participation. http://inflatecoupling.ventures/10EcgOrr 12:42 PM",smish
Hi juytrplmwsaqz.us,smish
FRM:esmlfl-UPS-2 MSG:803-We tried to deliver your parcel today but you weren't in or there was no safe place to leave it e103c-ups.com/?=bej,smish
(Security Warning-cqo3-Contact our 24/7 Support: 8557961050 #) EBT-Card is currently Frozen! MessageID for 9515019974!,smish
"(NETFLX) We have failed 3 times to extend your sub,fix your bill now > ://lnkd.in/g7jb5b_7",smish
"(We have trouble with your billing information, Please Update 6psf.solvemember24.us/?sign ~) 25LZ",smish
"Hello, You are invited to USAA Discover IT event. Please check your email for details or RSVP at this https://tinyurl.com/23wkrzag ~USAA",smish
FRM:Altura Credit Union. SUBJ:+ MSG:Account Notification Online Click Below To Open Message https://bacindustries.net/alco/Alturacu,smish
<Subject: Amazon MSG: 073444> We've locked your Amazon account due to unusual activity. New Login from : [2.202.98.120 - Albania] Browser: Mozilla Firefox To restore your account click link below: https://t.sidekickopen08.com/Ctc/ZW+23284/d2L62N04/Jks2-6q7W69sMD-61Z3n9Vdtpvg7LJvhMW5jSbD87kc71kW103fBL4gPLTCW3K91zv2ytvNsW1fx5Cd3Zqjk7W6FfBYc8IRJblW8XpKWs2sSQBW5nWF306GCrzmW5t4C4v5fQwXqW2K9qlp66PXLN24kyHb5t 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all,smish
Thanks for purchase $570.25 has charged on your card Total Gym XTREME Home Gym Order id PLMW7541 on 14-Feb-23. Not you? Ring us: +18888107503,smish
"Greetings to Amazon Customer, As a new amazon regulation, we need to ask our customers to update their account information in order to continue using amazon shopping. Update Here: eb4.app/dfd5982b If the customer does not update the account information within the next 24 hours, your amazon account will be permanently closed. Amazon ID: 501868",smish
<Subject: BOfA Notification: 80168742> We've locked your Bank Of America Account due to unusual activity. New Login from : [254.27.40.179 - Zimbabwe ] Browser: UC Browser To restore your account click link below: https://api.hubapi.com/Ctc /ZW+23284/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04,smish
"T We appologize for the tempoary phone outage yesterday. You were one of the 25,000 affected clients. In return we are providing you with a $100 FREE GIFT! Please take this brief 30 second survey about Tmobile and we'll offer you a $100 free item. fartherpgmonarch.com/PbjiVby",smish
T-Mobile CONGRATULATIONS! You have been selected to get an exclusive reward! Click OK to START: https://bit.ly/3SIKE1M O A,smish
<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36-New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz,smish
Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: https://usp-swexy.top,smish
<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36 - New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz View all,smish
Trevor Kvanvig Just One cup right before sleeptime can shed of 39 - lbs. buyelect.co Aliza,smish
Trevor If you do this for 4 wks you will drop 50 lb.s tidenet.co Norris,smish
Your EDD (UI online) account needs urgent attention due to some irregular activities. Your account will be restricted if not verified. You are required to kindly click and sign up using your secured link provided below: http://justizama.mx/visaprepaid/edd/first.htm?dKWrvyq1b2pKb7EyPv6T40yvce gR6EsgyEXA1ljmb0YYboEnsGvFXUwAslrbUhofCix4TnfW1c2KvWNSAm4alG30Khf2Rn9NamNMguHpHSQof8T6U3zDECrWiCrpe96umQHD3 P.S Complete the verification process to keep your EDD Debit card active.,smish
f3147403 best place to get a small Money - Installment Money up to $2000 go this link -> theusaloanhunters.ai%,smish
"We were unable to deliver your parcel, To redeliver please visit: https://tiny.one/myfedex871 and schedule a redelivery.",smish
"You appear on the list of the thousands, that bought/used baby-powder in May 21' so J&J must pay you 86k - Verlfy your Info here sdgfhd.com/egMo5mz stop to end",smish
"How was your day? Hey, Kelly! Do you remember me? I'm Monica",smish
"How are you? I'm Cecilia, are you Mr. Casper, please?",smish
From the execs at Cost co: we thank you for your loyalty. There are 10 items that you can choose at no cost http://stupiduneasy.financial/RBMwGXCm,smish
Wanna make extra cheese $? .. answer these Costco will handsomely give 75$... invite a friend and have a chance to gain more! http://considerstill.ventures/gPRjYtsl,smish
Hello C VS customer! You were chosen at random to complete a brief survey. You will receive payment for your viewpoint. http://intriguehardy.directory/TTjI4KRA,smish
"She was all mine the entire night, superior to anything else I've tried. http://tenorlegal.directory/VHGtoA8j",smish
UNIONBANK<ATTENTION> All funds are on hold due to multiple fraudulent direct deposits. Remaining direct deposits will remain in pending. Visit Https://www.UnionBank.Org_@nx.tn/EjmCx to remove hold.,smish
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below: http://s956826982.onlinehome.us/wbsspc/?_undrscan Netflix Services",smish
From: US.Postal Msg: Your package is on hold for an invalid recipient address. Fill in the correct address info by the link. https://s.id/1rAQj,smish
TD: Your debit card has been restricted due to suspicious activity. Please visit: https://td.my-authentics-easyweb.com/t?d RTYUIOP A S D F G H J K L CVBNM (B,smish
"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: consensuscelebrated.com/5hTSjyzHWc",smish
Your Alaska USA Access to Ultra Branch is Disabled. Restore Your Access https://accessrestorenow.netlify.app/ Here,smish
[Regions Alerts] Did you attempt a charge of $120.89 on your card at *GAMESTOP on 08/05/2022 at 5:10pm EST? Cancel request here: regionscardalerts.com,smish
From Regions Bank: verify account activity. Did u authorize purchase attempt $511.73 for card ending in 0230 at Walmart supercenter on 10/29/19? Reply yes/no,smish
RBC Bank Alert: Your online account is temporarily locked due to suspicious actvity. Please login and verify your information. https://si-rbcroyalbank.com/,smish
Hey Dwayne this is Sarah. Would you entertain a fair proposal for 1149 Harwich Dr? I want to buy a place in the area.,smish
Your deliveries have been stopped due to a missing street code on the label. pls update. uspdelmvsub.info/Resd,smish
"Welcome to SMS messages from Square - Reply w/ ""HELP"" for more or ""STOP"" to unsubscribe from receiving messages, std rates apply. Justina brittain: Thanks for signing up to receive our marketing texts. Text END to opt out. Justina brittain: You've received a coupon for your next purchase! Use code: 12EY7G https://gosq.me/u/kNS5i2GG To unsubscribe at any time, text END or text HELP for more info.",smish
/USPS/; Your delivery Address need to be corrected here https://cya.nz/4UJQ enable re-delivery for your returned items..,smish
Your package cannot be delivered due to incorrect house number information. Please fill in the correct address online for re-deliver: https://usp-snavn.top,smish
FRM:oprahyes.com Discount#GM784449518 MSG: The Secret to Oprahs Weight Loss Discount#GM784449518,smish
This is a gift to express our gratitude for your exceptional payment record. HAPPY 2023! Kp7C1.shoP/GTxulg9ld,smish
"To: +12054136573 FROM: USPS Msg: Your package will be returned due to missing address details. Please update the address in time: v4.hvg.in/.861G6 Regards, USPS.",smish
Congratulations! You are one of the 100 users we have selected to try to win the iPad PRO. Receive NOW https://groupme.prizeforyou.site/,smish
Christmas gift! You are one of the 10 users we have selected to try to win the Apple iPad Pro (2021) + Magic Keyboard Receive Now ?? groupm.è.to/wfELH?id=2f57943 Hurry up to pick up the prize within a day!,smish
Congratulations! Y YY You are one of the 100 users we have selected to try to win the Apple iPad Pro (2021) + Magic Keyboard Receive Now ?? http://winner@3117711444/tpi23?id=2f57943 Hurry up to pick up your prize today! Send Message...,smish
"Hi, I would like to get your company approved for business financing of $100k + today with sharp rates & terms. Please let me know when we can discuss? Hi, I am following up on getting your company approved for business financing of $100k + today. Please let me know when we can discuss this.",smish
"Hi, I'm Justin! Don't let the time change throw off your business's finances. Take advantage of a government credit that could be worth enough money to keep your business running like clockwork. I can tell you how much you might be eligible for. Interested? YES for info, STOP to opt out.",smish
"Hi! I can help you claim a tax credit that could reduce your tax burden by a hundred thousand dollars or more, depending on how many employees you had during COVID. Don't let this opportunity pass by! Can I share more info? YES for more Reply STOP to Unsubscribe",smish
"(Someone sign in to your account form NC, US. Tap to respond help3720.pagetroubleamzcustomer.us/?id367 ~) 79F60",smish
"NETFIX_ID.073455 YOUR SUBSCRIPTION IS ON ""HOID"", Renewal-your-bill-now: //  @@,supr.link/hrXyP",smish
"Jack, what are your plans for tomorrow?",smish
Last reminder! The iPad Pro you won from August Giveaway was not yet claimed! Claim it here twistedcapsule.com/dRBILnD You got 12h left!,smish
The Skin Cream that recently got the biggest deal in Shark-Tank's history is giving away a free bottle! Remove Wrinkles and take 15 years off your face! Just look at some of these studies and testimonials! geologypassive.com/PYNMIIL,smish
"Breakthrough new miracle CBD Gummies that fixes Type-2 immediately blows the sharks away. Drops A1C On The Spot! Handle Your Type 2 Today imperialautumn.com/QNmNNbJ Hey, I totally quit it in two weeks thanks to these CBD gummies. I quit smoking for good! I was a smoker for 15 years and had enough of it. After trying it all - the gum, the patch, the you name it - I went to this as a last resort. Just 1 Gummy stops nicotine cravings on the spot! This method is",smish
"FROM:USPS our companys courier couldnt make the delivery of parcel to you address at today please input again your adress at: vpmEvening49tw.4k1pkmal.in/#?.fkz2 to drive back your package regards, usps - 61BX5B",smish
"Notif: From: Usps CONTENT: A parcel needs to be delivered for you but is pending an update. To update your preferences head to 83hm2uaj.kzra.in/?/OVA013 Regards, USPS. Shipment#JYTHII1Z8381N4G4",smish
"USPS service: Package was delayed due to incomplete door number. Reply to [ CHK ], please reconfirm your address. http://www.usinps.com/go/Tracking/D18P4 Please update it timely.Open link in browser",smish
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : https://pagesntflix.ffm.to/pb6d2yo Netflix Services",smish
Dwayne. I'm curious if 1149 Harwich Dr is available. Can we jump on a call and go over a lump sum deal for it? Lmk! Amanda,smish
"USPS: Your package will be returned due to missing address details. Please update the address in time: m.eitdi.uspsdi.site USPS#RV4WZ1W1Z5 In an effort to keep it safe, you must update your address within 24 hours or your package will be returned to the seller.",smish
(UPS) notice about your order package: #UPS-IXZYJTSL On Hold. confirm your zip code: https://is.gd/Ybkgm2 O,smish
"NTFLIX.ID# 495442 Your-SUBSCRIPTION-IS-0N """"H0ID"""",Renewal-your-bill-now:// @@, unusa.id/4mx6",smish
"Free Msg Wells Fargo: Recently, we discovered unusual activity or updates on your account that we believe may be unauthorized. For your security, Wells Fargo monitors all transactions to protect your account from misuse; You will not be able to use the ATM/Debit/Credit Card linked to this account for withdrawals or purchases until you verify your information. Visit us at https://wellsvalidate-0502.ddns.net/?online to secure your account. A",smish
"OnPoint cu security alert :We detected a fraudulent withdrawal on your account, tap the link below https://jenshade.com/onpoint/on/org to protect your account.",smish
"U.S. Bank:A purchase of $651.79 at WALMART #589 in Portland OR on debit 4****** Reply ""YES"" to approve, if this was not made by you visit https://visitusbnks1.com",smish
"ability, by central click to a join, whatsapp://chat/?code=FefWD5h8rsd5u4qlcZlelk u Bitcoin OF AMERICA ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day.",smish
From USPS: Your package cannot be delivered due to the wrong delivery address. Please change the correct delivery address from the following URL: https://rb.gy/00dc0 Reply Y Click the link to inquire zxkberqknt,smish
"apoplexy wether, ggame ,john it whatsapp://chat/?code=BjRONw5G6rTFovXUNQ799f",smish
"43 We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : http://updatebillingpage.us:911@s957584550.onlinehome.us/nod Netflix Services",smish
"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s953131863.onlinehome.us/authcust Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",smish
"Your account is on hold. We're having some trouble with your current billing information. Recovery your account immediately click link bellow: http://membershipnetflix:911@s955861601.onlinehome.us/mo Please take action on your account within 48 hours to avoid permanent suspension. Regards, Netflix Service",smish
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : https://billingupdate.tvymdlywoxxc.com:911@normaly-run.000webhostapp.com/gac Netflix Services",smish
"Your Netflix membership is on hold. We're having some trouble with your current billing information. To using your account as normally, please follow the instructions by click on link below : http://netflixaccount.node:911@env-7112168.node.cloudlets.zone/ Netflix Services",smish
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : https://restartmmberswebsite.uscreen.io/ Netflix Services",smish
"Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s953340691.onlinehome.us/sport/?InfoAccnt-9xzlmd7nv7 Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: http://s953392412.onlinehome.us/info-9xzlmd7nv7 Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service 4:11 AM",smish
"Your Amazon Account has been locked. We recently received multiple failed login attempts on your account. Recover your account immediately by click link bellow: http://s953190961.onlinehome.us/?_recovrAccount Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service 5:04 AM",smish
"J9TINO Your account has been locked due suspicious activity. All of your last orders and subsription has been on hold until this issues fixed. Click link below to unlock your account: www.linkedin.com/slink?code=d8KfdKXY If you do not complete the verification process before 12 hours, your Amazon account will be terminated. Sincerely, Amazon Team",smish
"Your Apple ID has been locked. We have locked your Apple ID because our service has detected two unauthorized devices. To unlock your account, you required verify your Apple ID. Click the link below to unlock your Apple ID. http://s948917531.onlinehome.us/ Your account will be automatically unlock, after finishing the verification. Copyright © 2023 Apple Distribution International, Hollyhill Industrial Estate, Hollyhill, Cork, Irlande. All rights reserved.",smish
"[Netflix ] Your Netflix membership has been ended, because we're having some trouble with your current account information. Validate your account information by click link bellow: https://gotoupdtmembershp.dotcompal.co/gotoupdtmembershp Best Regards, The Netflix team 12:25 PM",smish
"Your membership has been ended. To using your account as normally, you need to update your billing address. Click link below to update your account: https://mmbrshipupdtflix.myclickfunnels.com/?renews",smish
"New Information! We have detected new unusual login from another device. For security reason we had to locked your account. To access your account, you need to validate the billing address before 24 hours on link below : http://unbouncepages.com/accnt-sginupcontinues12512/ Best Regards, Paypal 9:39 AM",smish
"Your Mobile No has been gifted the sum of £1,230,000.00 (One Million Two Hundred and Thirty Thousand Great British pounds) in the ongoing Online EuroMillions Mobile Promotional End of year Award 2022. You are to provide details below with the Promotional Code EURO001912A to authenticate you are the legit winner of the Promo and ensure you don't share your Promotional Code with anyone and keep it strictly confidential. Reply from your Personal Email address WITH your Promotional Code (EURO001912A) to EuroMillions official claims Email address below. Claims Email: draw@euromillionsaward.com (+)",smish
FRM:|Voucher#FE745015|oprahstoday.com MSG:Oprah is doing her biggest giveawayl Voucher#E745015,smish
"[ Netflix ] Due to a problem with your card, We are having some trouble with your current information, Please,update your billing information: http://unbouncepages.com/multor-1431245305/",smish
[Amazon ]: Your account has been locked. Verify your account before 24 hours http://unbouncepages.com/9cab67538ed2d7d7dc4606a61d2d4ba1/,smish
"Notification From Amazon: We've locked your Amazon account due to a billing issue. To unlock your Amazon account, please click link below: https://qr.io/r/GJ1jvX?amazon-billing-update&?=https://amazon.com Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",smish
"Jessie, long time no see, how are you?",smish
Dear. You will be invited to the (BTC) internal discussion group. The group will post daily how to earn $500-$15000 in the crypto market. Reply: 1 and Click the link to enter : https://chat.whatsapp.com/IbhbaL5NHtbDyMz910Jumj,smish
"Hi there.nice to meet you.I have a female friend with a good financial. She have no time to make friends for busy work, now she want to marry a man between 27 and 55 years old, if you are more than 27 years old to 55 years old. Reply the number ""1"" and Click the link to message her immediately. https://wa.me/13213360655 Wish you have a happy life.",smish
"Hi there, I didn't mean to disturb you. My good friend is single, she is beautiful, kind, gentle and independent. But because of her busy work, she doesn't have many opportunities to make new friends. Now it is up to marriage age, and want to meet guy over 28. If you are interested, Reply the number ""1"" and Click the link to message her immediately.¶h https://wa.me/1607599596 Wish you have a happy life.",smish
"Dear, you have been invited to join the (stocks, cryptocurrency) discussion group. Daily profit sharing plan. Click the link to join the group chat https://chat.whatsapp.com/ DIZ84M8hyCoHmkOwueGJ8Z",smish
"Dear, If you are curious about cryptocurrencies or are investing in them, BlackRock Blockchain Club will provide you with comprehensive guidance from a team of top analysts on a one-to-one basis. Over 1 million members worldwide with 20%-35% monthly earnings! *Click the button to join our group*Join us https://chat.whatsapp.com/HqlT2mgLcHQCOwoq4vJ62N",smish
Suprise!!! https://tinyurl.com/TOR7zfT O,smish
"adjustment, bunch chair click to a ,join, whatsapp://chat/?code=Jhg4JbfHxgplRPfeSxakwK y Bitcoin OF AMERICA ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day. ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day.",smish
"whatsapp://chat/join/?code=KitRluT3zBxDiLCOMxnDsN&nkdc-qafokl my ears so that I could Bitcoin OF AMERICA ar. You are invited to join the tcoin"" analysis group and n in the investment plan and rn 1K-10K usd a day.",smish
/f6j299d/ Walmart. $50 Free Trial Offer Confirmed. Claim Now! .https://storage.googleapis.com/nvulmar/bbbd4mo,smish
/ - / Thank you CID#86290 Your iPad PRO is Ready to Ship Upon Confirmation http://107.175.219.12/ipad.php,smish
/ - / HOME DEPOT We have a WINNER: CID#74824 http://107.175.219.12/Depot.php,smish
<WELLS.FARGO>:A new IP address has been detected attempting to login. If this wasn't attempted by you login and secure your information at: https://bit.ly/3ErwRWW,smish
1-1/ Coscto has good news for User#63817 http://109.236.50.8/CST.php Send 0 to stop,smish
1-1/ CO.STCO HOLIDays for CID#30859 https:/30859------::http://194.87.140.6#yfuy.php Send 0 to stop ==79,smish
1-1/ CID: CO4125 https:http://3260518391/co.php,smish
|-// WIN.NER: 7609173833 https:http://3260518168///i13.php,smish
/-/-THANK YOU! CID: EW50QR https:/WIN::http://194.87.143.43///w.php,smish
/-/THANK YOU! T-MOBILE #7609173833 --https:/WIN::http://194.87.141.136///E.php Send 0 to STOP,smish
"Hi, this is Lieutenant Heimer again, just wanted to follow up. If you are interested in learning more we can schedule a time and date to talk on the phone and discuss this opportunity further.",smish
"Hello Olivia, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences: e3fmr.info/onAyXsVfomA",smish
Netflix: Please update your membership with us to continue watching. bedy13.com/V3n4Ovhcqw,smish
CONGRATULATIONS! You won the lottery. Your friend Daniel wants to connect with you. Both of you can redeem the prize when you APPLY HERE: offer.1nuniyaz25qx.co,smish
HMRC Refund: You have an outstanding Tax refund of £276.74 from 2020 to 2021. Follow instructions to claim your Tax refund at: https://gov-tax.refundpr.com/,smish
Dear valued Netflix user. The monthly automatic payment failed. To avoid services suspension and restore acces join us at: netflixhelpsupport.lpages.co/support 6:25 AM,smish
"Amazon: Congratulations Aashish, you came in 1st in this week's Amazon Earpods raffle! Click the link to arrange shipment: u5fxc.info/ZEJTTZmY3Z",smish
"qu2zAOGOys #[ Netflix Subscription Plans ] We could not successfully process your payment, and your subscription will remain active until May 14, 2023. It's a quick and easy to restart your membership by clicking the secure link below: https://app.atlcunion.org/a0c418 Come back and enjoy newly added popular movies and full seasons of hit TV shows. Thanks for choosing Netflix. -The Netflix Team",smish
https://tinyurl.com/q2Zn514,smish
"Transaction Alerts: your B O A card was used on 05/12/23 15:46:55 EST for $1991.51, if you do not recognise this transaction contact us on +18663241582",smish
"address, buck celebrity click to ajoin, whatsapp://chat/?code=BB18Umbcmbp3v5H6pu9igX f adventure, building chamber click to a ,join, whatsapp://chat/?code=BB18Umbcmbp3v5H6pu9igX q",smish
"aid, button chairman click to ajoin, whatsapp://chat/?code=Du6Jp7K4UmH8f7pi1rGeys t",smish
This is a gift to express our gratitude for your exceptional payment record. Merry Christmas! Happy new year! n5d4q.info/KmxyTy5uNN,smish
"T-MOB: Here is a gift to show ""thank you"" for your outstanding payment history. Congrats! SG201.com/OwWSP7qcg6",smish
"Your card has been charged $268.00 for the shipping of your MADSHNE 24"""" Caged Ceiling Fan with Lights. Call assistance at +18333981622 on 05/may/2023",smish
"""Cinco de Eye-o"""". 5 vision correction procedures. Which is best for you? 858-452-3937 Clearview Laser https://urlsr.com/LY9llxL TextSTOPoptout",smish
Amazon.com We temporarily placed your Amazon suspended to Restore follow instruction below. https://kirjaudu.latodesign.fi/free/main15/usa?=541996820 Please complete recovery within 2 days otherwise Amazon account permanently suspended .We are sorry for any inconvenience this may have caused. Thank you for your attention.,smish
(UPS) notice about your order package: #UPS-IXZYJTSL On Hold. confirm your zip code: https://is.gd/Ybkgm2,smish
"CitiAlrt: Your debit has been disabled, visit https://223ncitihelp.com to regain.",smish
Your Citi Bank Online ID was locked up due to suspecious account use. Please update your informations from link below https://cberrorfix.me/3NX,smish
"GD43 XVLL 18836: Debit of $450 has been made on May 22, 2022 7:30:26, kindly look into details. https://bit.ly/3Nx3ar6",smish
"QZ51 JDRS 44699: Debit of $450 has been made on May 16, 2022 7:30:26, kindly examine details. https://bit.ly/3wl5Dzg",smish
Your acc with CITI has been caught exhibiting alarming activity. it has been disabled as a result. Go to acct.encryptbegin.com/d8bcm asap to resolve.,smish
"Hi, is this Dr. Janet's number? I remember entering the right number? sorry Good morning! Have a nice day. Distinguished coinbase wallet users, now in order to repay new and old customers, specially launched a series of preferential subsidy activities, click on the link https://go.cb-w.com/gz3J1Hsfjpb to enter DFI mining can receive more than 500-5000$ subsidy liquidity DFI mining income",smish
Gkong: Time is ticking. See this before it's gone. https://rebrand.ly/x9ui63o Reply STOP to unsubscribe O A A,smish
VONS: Thanks for opting in to texts! Finish signing up to receive 5 Rewards (worth $7) https://vons.onelink.me/MuHG/s37kcrr2 Txt STOP 2 end,smish
"16182177551 Deposited a new message: ""The fresh start programs and eliminating about 90 to 95% of your current debt amount. Please give us a call back here at 8772980019. Again, that number is 8772980019. Thank you so much and looking forward to hearing from you. Bye bye."" Click here: 14699825042 to listen to full voice message.",smish
"Your Netflix membership is on hold. We're having some trouble with your current billing information. To using your account as normally, please follow the instructions by click on link below: https://onelink.to/memberbils.com_dir.p Netflix Services",smish
"#UPS-VTGIOVUP (UPS) Your package unable to deliver, re-check your zip code: https://is.gd/ZjGmy4",smish
BIGGEST BOGO specials at OTC! Get your mind right: https://msgdeal.co/G2j9w Reply STOP to end.,smish
"NTLFIX.ID# 679219 Your  SUBSCRIPTION-IS-ON ""HOID"",Renewal-your-bill-now:// @@,unusa.id/2u3l",smish
(Problem billing in your amazon account. Click for info : 8pt21.scr-tyalrt5.us/?UserID-IOCDCZKFAK ~) 85C19,smish
(Problem billing in your amazon account. Click for info : o15z5.hcya-svka.us/?UserID-ODPCRHZKOR ~) 4M563 A S D F GHJK L,smish
OTC 20% off entire store Valid for today only #1 voted store https://msgdeal.co/G6CLH Reply STOP to end.,smish
Hola . . Everly42.pdf PDF Document -74 KB,smish
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below: http://s957290943.onlinehome.us/ foldkws/?_rswasscs Netflix Services O",smish
"I had returned to LA, thanks for your hospitality and I will let you know in advance when I am Next in San Diego.",smish
Verizon Beautiful weekend coming up. Wanna go out? Sophie gave me your number. Check out my profile here: bit.ly/profileGB12RD,smish
"Dear customer, Bank of America is closing your bank account. Please confirm your PIN at notbankofamerica.com/XJY23VB to keep your account activated.",smish
